timestamp,mid_price
0,100.0
1,100.24239910938448
2,100.28380066329153
3,100.69935545915351
4,100.46468380371614
5,100.38842587884885
6,100.34109147153717
7,100.52612570926225
8,100.49286909989597
9,100.50239161305842
10,100.53423506880536
11,100.09546681597935
12,100.00217549418791
13,100.15176864156203
14,100.06943068265167
15,99.81220576818963
16,99.76717734368836
17,99.68149687667275
18,99.73136569140027
19,99.7101787670688
20,99.52644745460263
21,99.5731907194101
22,99.55391420553404
23,99.61645438121462
24,99.53263371291754
25,99.98320010876343
26,99.96362184318308
27,99.98602155159462
28,100.1412497663842
29,100.22538111241406
30,100.2381643434357
31,100.13924654078158
32,100.24148395513996
33,100.24984213120324
34,100.41271757949369
35,100.4403129596178
36,100.35607001957106
37,100.4009445958837
38,100.43078274426684
39,100.23654160243386
40,100.43328345400325
41,100.3614495742206
42,100.63270526596014
43,100.70752224933776
44,100.37328543264292
45,100.36712443071269
46,100.33461327397717
47,100.30888178687306
48,100.40067636828148
49,100.34572111064448
50,100.29957707386377
51,100.75192490637612
52,100.70311833222398
53,100.42041052584459
54,100.43361654700342
55,100.67635672672499
56,100.65658182790122
57,100.8239843097776
58,100.75458640045481
59,100.68803663174799
60,100.66588091999438
61,100.84406479001922
62,100.95925361761712
63,100.89958588865942
64,100.93613276321777
65,100.98655249343578
66,100.94215856792144
67,100.5381310113533
68,100.57278999703911
69,100.63763748270506
70,100.64299982297176
71,100.59595320353111
72,100.31407997966981
73,100.39079471324129
74,100.44309081861253
75,100.53411541567863
76,100.608409823723
77,100.67599425738909
78,100.51560623841655
79,100.54350596549341
80,100.29323538004876
81,100.24330700957296
82,100.35932968214166
83,100.48815474656519
84,100.29616133241082
85,100.23413830246395
86,100.2118337161924
87,100.17619313536034
88,100.31939162645737
89,100.33385261793455
90,100.68449121623681
91,100.78032001418563
92,100.58543803668151
93,100.49032802420318
94,100.49934481956613
95,100.24151453780829
96,100.04395197401081
97,99.82733877663202
98,99.67507399910994
99,99.28154656237922
100,99.24554327070987
101,99.41613215434715
102,99.58660325601633
103,100.04445259740413
104,100.04749790824553
105,100.06106530586109
106,100.11913131329139
107,99.67740742089664
108,99.91831630357443
109,99.9833803495787
110,99.85005846198783
111,100.26422826054892
112,100.57370123270506
113,100.61281669202747
114,100.7922609692273
115,100.6229638295709
116,100.94572323440586
117,100.89395873931942
118,100.91261104596232
119,100.98392020195995
120,99.9853145485774
121,100.04617611699895
122,100.83298170152185
123,100.51658952099832
124,100.5084639618373
125,100.2149115983292
126,100.0805021404598
127,99.79080258548562
128,99.83856515605784
129,99.87818133848704
130,99.93956726268468
